Enterprise_id,Label,Registered_capital (Ten thousand Yuan),Province,Enterprise_type,Establishment_Duration (Days),Paid_in_capital (Ten thousand Yuan),Sector,SH_num,MS_num,CL_5years+,CL_5years,CL_4years,CL_3years,CL_2years,CL_1year,Branch_num,Certificate_num_5years+,Certificate_num_5years,Certificate_num_4years,Certificate_num_3years,Certificate_num_2years,Certificate_num_1year,Executee_num_5years+,Executee_num_5years,Executee_num_4years,Executee_num_3years,Executee_num_2years,Executee_num_1year,Overdue_tax_num_3years,Overdue_tax_num_2years,Overdue_tax_num_1year,Administrative_penalty_num_5years,Administrative_penalty_num_4years,Administrative_penalty_num_3years,Administrative_penalty_num_2years,Administrative_penalty_num_1year,Trademark_info_num_5years+,Trademark_info_num_5years,Trademark_info_num_4years,Trademark_info_num_3years,Trademark_info_num_2years,Trademark_info_num_1year,Patent_info_num_5years+,Patent_info_num_5years,Patent_info_num_4years,Patent_info_num_3years,Patent_info_num_2years,Patent_info_num_1year,Work_copyright_info_num_5years+,Work_copyright_info_num_5years,Work_copyright_info_num_4years,Work_copyright_info_num_3years,Work_copyright_info_num_2years,Work_copyright_info_num_1year,Software_copyright_info_num_5years+,Software_copyright_info_num_5years,Software_copyright_info_num_4years,Software_copyright_info_num_3years,Software_copyright_info_num_2years,Software_copyright_info_num_1year,t-1 Basic old-age insurance for urban employees,t-2 Basic old-age insurance for urban employees,t-3 Basic old-age insurance for urban employees,t-1 Unemployment insurance,t-2 Unemployment insurance,t-3 Unemployment insurance,t-1 Basic medical insurance for employees,t-2 Basic medical insurance for employees,t-3 Basic medical insurance for employees,t-1 Employment injury insurance,t-2 Employment injury insurance,t-3 Employment injury insurance,t-1 Birth insurance,t-2 Birth insurance,t-3 Birth insurance,Legal_proceedings_num_5years+,Legal_proceedings_num_5years,Legal_proceedings_num_4years,Legal_proceedings_num_3years,Legal_proceedings_num_2years,Legal_proceedings_num_1year,Filing_information_num_5years+,Filing_information_num_5years,Filing_information_num_4years,Filing_information_num_3years,Filing_information_num_2years,Filing_information_num_1years,Ratepaying_Credit_Grade_A_num
313,0,2018,Fujian,Limited liability company (Natural person investment or holding),6835,1562,Construction industry,6,2,17,1,0,1,0,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,30,28,28,29,35,35,37,89,121,36,35,35,37,0,0,0,0,4,18,0,1,3,3,2,3,1
314,0,2008,Fujian,Limited liability company (Natural person investment or holding),1432,0,Construction industry,2,2,0,0,0,11,0,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,24,15,7,24,10,7,0,10,7,24,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,0,4980,Fujian,Limited liability company (Natural person investment or holding),2361,1606,Scientific research and technology services,2,2,1,10,5,8,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,3,1,0,0,0,1,0,1,0,1,7,0,14,1,9,6,5,5,6,5,6,5,3,4,6,5,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1
316,0,5000,Fujian,Limited liability company (Natural person investment or holding),2678,3000,Construction industry,2,2,6,11,0,2,4,6,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,10,10,11,10,9,8,10,15,11,10,9,8,10,0,0,0,0,0,1,0,0,0,0,0,0,1
317,0,8899,Fujian,Limited liability company (Natural person investment or holding),1466,2000,Construction industry,2,2,0,0,7,6,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,44,24,34,44,24,34,44,24,34,44,24,34,44,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,1500,Fujian,Limited liability company (Natural person investment or holding),1063,0,Construction industry,2,2,0,0,0,13,2,5,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,9000,Fujian,Limited liability company (Natural person investment or holding),4381,2500,Construction industry,3,3,14,1,5,0,13,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,374,22,22,372,8,5,247,11,10,177,8,5,247,0,0,1,2,2,0,0,0,2,2,0,0,2
320,0,5000,Fujian,Limited liability company (sole proprietorship of natural person),1604,433.5,Construction industry,1,2,0,0,0,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,5,17,5,5,13,4,5,18,7,5,13,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,4608,Fujian,Limited liability company (Natural person investment or holding),2206,1200,Construction industry,2,2,2,5,0,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,8,8,7,8,8,6,8,8,10,8,8,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
322,0,2000,Fujian,Limited liability company (Natural person investment or holding),805,0,Construction industry,3,3,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,10,8,0,10,3,0,10,8,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1,6668,Fujian,Limited liability company (Natural person investment or holding),3188,1333.6,Leasing and business services,2,2,16,0,1,0,3,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,20,10,10,12,15,15,11,21,19,13,13,13,3,0,0,0,2,0,0,0,0,0,0,0,1,0
324,0,5000,Fujian,Limited liability company (Natural person investment or holding),1673,0,Wholesale and retail,2,2,0,0,13,9,5,2,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
325,0,2000,Fujian,Limited liability company (Natural person investment or holding),1816,0,Construction industry,3,2,0,20,2,7,10,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,9,9,0,9,9,0,13,13,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,1010,Fujian,Limited liability company (Natural person investment or holding),1025,10,Construction industry,2,2,0,0,0,15,0,7,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,6080,Fujian,Limited liability company (sole proprietorship of natural person),1655,0,Construction industry,1,2,0,3,6,10,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,19,16,21,19,10,14,19,18,21,19,10,14,19,0,0,0,0,0,0,0,0,0,0,0,0,1
328,0,4168,Fujian,Limited liability company (Natural person investment or holding),1743,0,Construction industry,2,2,0,0,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,5,15,16,5,2,0,0,15,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,0,1000,Fujian,Limited liability company (Natural person investment or holding),981,0.62,Construction industry,2,2,0,0,0,4,0,16,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,,15,18,,15,18,,15,18,,15,18,,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,5000,Fujian,Limited liability company (Natural person investment or holding),378,0,Construction industry,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,10,,,8,,,10,,,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,1000,Fujian,Limited liability company (Natural person investment or holding),2291,100,Wholesale and retail,2,2,5,3,16,8,8,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,14,0,6,3,2,4,2,2,6,3,2,6,3,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2
332,0,2020,Fujian,Limited liability company (Natural person investment or holding),1141,2020,Construction industry,2,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,5000,Fujian,Limited liability company (Natural person investment or holding),2067,0,Construction industry,2,2,0,3,0,17,2,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,2,8,5,7,6,4,7,8,5,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1
334,0,3000,Fujian,Limited liability company (Natural person investment or holding),2091,512.491,Construction industry,3,2,1,10,11,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,12,4,6,0,0,5,12,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,1888,Fujian,Limited liability company (Natural person investment or holding),490,1,Construction industry,2,2,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0,2100,Fujian,Limited liability company (Natural person investment or holding),1184,1188,Construction industry,2,2,0,0,0,14,11,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,21,11,,21,11,,21,11,,21,11,,21,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,10118,Fujian,Limited liability company (Natural person investment or holding),5102,5118,Construction industry,2,3,15,1,0,3,4,1,15,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,10,0,0,0,2,9,0,3,0,0,0,0,0,0,0,0,2,0,1,0,165,156,142,165,156,142,165,98,90,165,156,142,165,98,90,0,0,0,1,0,0,0,0,0,1,0,0,2
338,0,608,Fujian,Limited liability company (Natural person investment or holding),3057,608,Scientific research and technology services,2,2,18,0,0,5,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,8,13,13,8,9,9,5,0,0,0,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,2
339,0,1500,Fujian,Limited liability company (Natural person investment or holding),1146,0,Construction industry,2,2,0,0,0,2,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,8,9,8,7,5,5,10,11,10,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,5000,Fujian,Limited liability company (Natural person investment or holding),1237,30,Construction industry,2,2,0,0,9,0,0,4,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,10150.5,Fujian,Limited liability company (Natural person investment or holding),4019,100.5,Construction industry,2,2,33,2,11,17,9,3,25,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,30,50,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,1,2,1,0
342,0,2086,Fujian,Limited liability company (Natural person investment or holding),3679,2086,Construction industry,2,2,3,15,0,15,5,2,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,110,86,,110,86,,110,86,,110,86,,110,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,1000,Fujian,Limited liability company (Natural person investment or holding),3412,50,Construction industry,2,2,15,10,0,4,0,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,0,3000,Fujian,Limited liability company (Natural person investment or holding),2289,1470,Construction industry,3,3,12,3,3,4,0,6,,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,7,7,3,7,7,3,7,7,3,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,3000,Fujian,Limited liability company (Natural person investment or holding),2367,3000,Construction industry,2,2,7,1,2,4,0,3,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,9,13,13,9,13,13,9,13,13,9,13,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,1000,Fujian,Limited liability company (Natural person investment or holding),872,0,Construction industry,2,2,0,0,0,11,32,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,9,7,0,2,0,0,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,1000,Fujian,Limited liability company (Natural person investment or holding),1761,0,Scientific research and technology services,3,2,0,0,0,10,12,13,,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,9,6,4,9,6,4,9,6,4,9,6,4,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
348,1,2018,Fujian,Limited liability company (Natural person investment or holding),775,0,Wholesale and retail,2,2,0,0,0,0,9,5,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,,11,0,,11,0,,11,0,,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,3100,Fujian,Limited liability company (Natural person investment or holding),6813,500,"Information transmission, software and information technology services",3,2,11,3,6,3,0,6,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,28,28,0,27,24,0,29,29,0,27,24,0,0,0,1,0,2,1,0,1,0,0,2,1,1
350,0,1000,Fujian,Limited liability company (Natural person investment or holding),1570,0,Construction industry,2,2,0,2,11,10,8,5,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,3000,Fujian,Limited liability company (Natural person investment or holding),1233,0,Construction industry,2,2,0,0,0,2,14,0,,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,7,0,0,8,0,0,38,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,2600,Fujian,Limited liability company (Natural person investment or holding),2024,0,Construction industry,2,2,0,3,15,5,10,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3,0
353,0,4188,Fujian,Limited liability company (Natural person investment or holding),2067,1200,Construction industry,2,2,0,14,1,3,8,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,33,33,38,33,33,38,33,33,38,33,33,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,1000,Fujian,Limited liability company (Natural person investment or holding),746,0,Construction industry,2,2,0,0,0,0,13,3,,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,1000,Fujian,Limited liability company (sole proprietorship of natural person),1382,0,Scientific research and technology services,1,2,0,0,2,2,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,5,7,10,4,1,10,4,1,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,2000,Fujian,Limited liability company (Natural person investment or holding),2044,998.85,Manufacturing,5,3,0,7,10,0,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,7,3,13,27,0,0,0,0,0,0,0,0,17,6,6,10,46,52,41,46,52,41,46,52,41,46,52,41,46,52,41,0,0,0,0,0,0,0,0,0,0,0,0,1
357,0,2018,Fujian,Limited liability company (Natural person investment or holding),3244,300,Manufacturing,2,2,6,1,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,22,24,27,22,24,27,22,24,27,22,24,27,22,0,0,0,1,1,0,0,0,0,2,0,0,1
358,0,2000,Fujian,Limited liability company,8397,1000,Manufacturing,3,3,5,3,5,2,0,7,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,41,7,5,1,0,4,0,0,0,0,0,0,0,0,5,0,0,0,43,1198,1333,43,1198,1333,32,567,738,43,1198,1368,32,567,812,0,0,4,0,4,0,3,1,1,0,4,0,4
359,0,2000,Fujian,Limited liability company (sole proprietorship of legal person invested or controlled by natural person),3592,170,Scientific research and technology services,1,2,4,0,2,2,6,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,5,1,2,5,20,14,11,20,13,11,20,13,11,20,13,11,20,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0
360,0,1888,Fujian,Limited liability company (Natural person investment or holding),3493,100,Wholesale and retail,2,2,6,7,0,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,44,38,20,44,38,20,44,38,20,44,38,20,44,38,20,0,0,0,0,0,0,0,0,0,0,0,0,2
361,0,501,Fujian,Limited liability company (sole proprietorship of natural person),2541,0,"Information transmission, software and information technology services",1,3,1,9,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,6,4,5,6,2,2,8,4,5,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0,100,Fujian,Limited liability company (sole proprietorship of natural person),1344,0,Scientific research and technology services,1,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,500,Fujian,Limited liability company (Natural person investment or holding),1638,0,"Water conservancy, environment and public facilities management",2,2,0,0,0,8,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,2,0,6,2,0,6,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,500,Fujian,Limited liability company (Natural person investment or holding),2590,220.2,Leasing and business services,2,2,9,1,2,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,4,3,3,3,3,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,4000,Jiangxi,Limited liability company (Natural person investment or holding),3449,4000,Leasing and business services,3,2,6,2,4,10,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
366,0,2600,Anhui,Limited liability company (Natural person investment or holding),2159,1000,Construction industry,2,2,0,2,5,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,11,0,1,11,0,1,11,0,1,11,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
367,0,4168,Yunnan,Limited liability company (Natural person investment or holding),3401,4168,Construction industry,2,2,6,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,4,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1
368,0,4800,Gansu,Limited liability company (Natural person investment or holding),2728,61.7,Construction industry,2,2,27,5,0,8,2,6,,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,14,0,14,14,0,14,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2
369,0,1189.5,Gansu,Other limited liability companies,896,561,"Water conservancy, environment and public facilities management",2,4,0,0,0,0,4,3,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,21,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,,0,0,,0,40,,63,52,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,4900,Gansu,Limited liability company (Natural person investment or holding),3555,4900,Construction industry,2,2,3,1,0,4,1,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,16,18,19,16,0,0,0,18,19,16,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0
371,0,2000,Gansu,Limited liability company (sole proprietorship of natural person),2484,2000,Wholesale and retail,1,2,0,1,5,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,0,4156,Gansu,Limited liability company (sole proprietorship of natural person),2201,1918,Construction industry,1,2,0,1,2,6,9,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,15,7,7,0,0,0,9,7,7,0,0,0,0,0,0,1,1,3,0,0,0,0,0,2,1
373,0,1940,Shandong,Limited liability company (sole proprietorship of natural person),8933,1940,Construction industry,1,2,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,46,48,42,46,48,42,46,48,42,46,48,42,46,48,0,0,4,0,0,0,0,0,1,0,0,1,1
374,0,2000,Sichuan,Limited liability company (Natural person investment or holding),4099,2000,Construction industry,2,2,53,13,1,0,2,2,,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,6,16,6,6,16,6,6,16,6,6,16,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0
375,0,4188,Sichuan,Limited liability company (sole proprietorship of legal person invested or controlled by non natural person),777,0,Construction industry,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,5,0,,5,0,,5,0,,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
